,Unnamed: 0,QId,QPostTypeId,QAcceptedAnswerId,QOwnerUserId,QAnswerCount,QCommentCount,QFavoriteCount,QCommunityOwnedDate,QCreationDate,QScore,QViewCount,QTitle,QBody,QTags,QStackTrace,Webpack,React,Express
419,419,12754604,1,12754849,1701181,3.0,0.0,0.0,0.0,2012-10-05T22:00:04.867,9.0,3624.0,Sharing a Mongoose instance between multiple NPM packages,"<p>In an attempt to modularize a large existing Node+Express+Mongoose
application into multiple mountable apps, each developed as a
separate NPM package, we're wondering whether sharing a single
Mongoose instance between them is a good idea?</p>

<p>Let's say we have a suite of NPM packages each containing client-side assets,
Mongoose models, and a REST-API implemented with Express. They do share
a few common traits but are essentially to be considered separate
reusable artefacts. A host application, also Express-based, mounts these
under various root URIs:</p>

<pre><code>var discussions = require('discussions'),
    tickets     = require('tickets'),
    events      = require('events'),
    express     = require('express'),
    app         = express();

var environment = { ...see below... };

...

app.use('/events-api', events(environment));
app.use('/tickets-api', tickets(environment));
app.use('/discussions-api', discussions(environment));
</code></pre>

<p>Now, since the <code>events</code>, <code>tickets</code> and <code>discussions</code> apps (separate NPM packages
pulled in via the host <code>package.json</code>) use Mongoose, as do the
host application itself, we figured we would pass in the host Mongoose instance
through some kind of <code>environment</code> object that also include other
stuff that the host wants to share with the mounted apps.</p>

<p>Do you see any obvious flaws with this approach? The mounted apps
in this case would <strong>not</strong> specify Mongoose as a dependency in their
respective <code>package.json</code>, and they would <strong>not</strong> <code>require('mongoose')</code>
as normally done but instead get the Mongoose instance from the host
which is responsible for connecting it to MongoDB.</p>

<p>If this is a bad idea and you suggest each sub-app declare a dependency
towards Mongoose on their own, each NPM package would get their own
copy of Mongoose and would each have to connect to MongoDB, right?</p>

<p>Some background info:</p>

<ul>
<li>We really do want to include the apps in a host application, running
in a single process, rather that having multiple Node instances. The
host contains middleware for authentication and other things.</li>
<li>We do want to have the apps as separately developed NPM packages included
as versioned dependencies of the various host applications that we build,
rather than just copying their source to a host application.</li>
<li>We realize that reusing the same Mongoose instance between multiple
mounted apps will have them share the same model namespace.</li>
</ul>

<p><strong>Edit:</strong> To clarify the package structure after all has been <code>npm install</code>ed:</p>

<pre><code>host/
  assets/
  models/
  routes/
  node_modules/
    express/ ...
    mongoose/ ...
    events/
      assets/ ...
      models/ ...
      routes/ ...
    tickets/
      assets/ ...
      models/ ...
      routes/ ...
    discussions/
      assets/ ...
      models/ ...
      routes/ ...
</code></pre>

<p>That is, the <code>events</code>, <code>tickets</code>, and <code>discussions</code> apps do not include
Mongoose (or Express) of their own but are designed to rely on an always-present
host application that suppliesd those dependencies.</p>

<p>We're assuming here that an NPM package like <code>tickets</code> cannot simply
<code>require</code> stuff from the parent, right?</p>
",<node.js><express><mongoose><npm>,0.0,0,0,1
427,427,12894585,1,12894799,860675,1.0,0.0,0.0,0.0,2012-10-15T11:23:26.687,0.0,332.0,Running npm command from expressjs?,"<p>Can i run something like: <code>npm install passport</code> from expressjs itself?</p>

<p>I want to check if i'm using a non installed module and install it before running the application.</p>
",<npm><express><node-modules>,0.0,0,0,1
437,437,12998058,1,13025125,214949,1.0,3.0,0.0,0.0,2012-10-21T13:04:37.833,1.0,5011.0,express Error: Cannot find module '../..',"<p>I'm a beginer with node.js.
I installed node on Ubuntu 12.04 and it works fine for simple simple apps.
I also installed express using:</p>

<pre><code>npm install -g express
</code></pre>

<p>I believe the installation worked fine since I get no errors but right now I want to run one of their apps from the examples (the mvc one) and I get the following error:</p>

<pre><code>module.js:340
    throw err;
          ^
Error: Cannot find module '../..'
    at Function.Module._resolveFilename (module.js:338:15)
    at Function.Module._load (module.js:280:25)
    at Module.require (module.js:362:17)
    at require (module.js:378:17)
    at Object.&lt;anonymous&gt; (/home/andreii/Desktop/node/mvc/index.js:2:15)
    at Module._compile (module.js:449:26)
    at Object.Module._extensions..js (module.js:467:10)
    at Module.load (module.js:356:32)
    at Function.Module._load (module.js:312:12)
    at Module.runMain (module.js:492:10)
</code></pre>

<p>Any ideas about how can I solve this problem?
Thanks a lot guys!</p>
",<javascript><node.js><express><npm>,1.0,0,0,1
521,521,14097237,1,14314185,1530845,1.0,3.0,0.0,0.0,2012-12-31T03:53:32.553,4.0,1938.0,npm installation issues,"<p>I have installed express, fs and couple of packages.
when I do </p>

<pre><code>npm ls
</code></pre>

<p>I am getting the following Error:</p>

<pre><code>â   âââ mime@1.2.6
âââ fs@0.0.0 extraneous
âââ node-uuid@1.4.0

npm ERR! extraneous: fs@0.0.0 /home/user123/trail/node_modules/fs
npm ERR! extraneous: express@3.0.5 /home/user123/trail/node_modules/express
npm ERR! not ok code 0
</code></pre>

<p>I am not sure how to get this ERR out?
I am able to run my sample application using the azure and express.
not sure if it is taking from sudo npm ? if so how.
I want to know when will it take from sudo npm list (global)? and when from npm list (locally).</p>

<pre><code>sudo npm ls
</code></pre>

<p>there are no Errors</p>
",<express><npm>,0.0,0,0,1
545,545,14333272,1,0,6629,4.0,1.0,0.0,0.0,2013-01-15T07:53:17.560,30.0,64034.0,Node Mysql Cannot Enqueue a query after calling quit,"<p>where do i close the mysql connection?</p>

<p>I need to run queries in sequence.  I am writing code that looks like this at present:</p>

<pre><code>var sqlFindMobile = ""select * from user_mobiles where mobile=?"";
var sqlNewUser = ""insert into users (password) values (?)"";
//var sqlUserId = ""select last_insert_id() as user_id"";
var sqlNewMobile = ""insert into user_mobiles (user_id, mobile) values (?,?)"";
connection.connect(function(err){});
var query = connection.query(sqlFindMobile, [req.body.mobile], function(err, results) {
    if(err) throw err;
    console.log(""mobile query"");
    if(results.length==0) {
        var query = connection.query(sqlNewUser, [req.body.password], function(err, results) {
            if(err) throw err;
            console.log(""added user"");
            var user_id = results.insertId;
            var query = connection.query(sqlNewMobile, [user_id, req.body.mobile], function(err, results) {
                if(err) throw err;
                console.log(""added mobile"");
                    //connection.end();
                });
        });
    }
});
//connection.end();
</code></pre>

<p>(I am a beginner with node, npm-express and npm-mysql.  I have tried searching SO for ""express mysql cannot enqueue"" to find related questions and have not found them.)</p>
",<mysql><node.js><express><npm>,0.0,0,0,1
548,548,14371174,1,20336502,207795,6.0,2.0,0.0,0.0,2013-01-17T02:13:51.303,13.0,5830.0,Speed up deployment on Heroku,"<p>Heroku is great.  But every time I deploy, Heroku seems to like to redownload and rebuild all the packages.  With <code>socket.io</code> and <code>mailparser</code> this is taking around 3 minutes.</p>

<p>Is there a way to speed up the deployment process?  Is there a way to tell Heroku that it can cache these items?  Or can I upload prebuilt <code>node_modules</code>?</p>
",<node.js><heroku><express><npm>,0.0,0,0,1
564,564,14525423,1,14526184,859221,2.0,0.0,0.0,0.0,2013-01-25T15:58:20.507,1.0,7190.0,can not find module express --on windows,"<p>I use ""npm install -g  express"" on windows console.but when I try to ""node app.js"", it shows me the error""can not find module express"",I had set the environment variable""NODE_PATH"",but nothing happen  ,I need your help,Thank you!</p>
",<javascript><node.js><express><npm>,0.0,0,0,1
585,585,14767940,1,0,1826583,3.0,1.0,0.0,0.0,2013-02-08T07:48:39.143,1.0,678.0,I have node JS error for date function what someting wrong?,"<p>I have some error about new date(); i use node js and plug-in express npm i build variable date but something wrong compile is error </p>

<p>this is my code .js</p>

<pre><code>     var update_time = new Date();
     update_time.formatDate(""y/m/d"");
</code></pre>

<p>And i run node this is error </p>

<pre><code>/home/kingdark/Repos/api/epg/node_modules/xml2js/lib/xml2js.js:216
          throw ex;
                ^
TypeError: Object Fri Feb 08 2013 14:33:09 GMT+0700 (ICT) has no method 'formatDate'
    at /home/kingdark/Repos/api/epg/src/sync/epg.js:24:22
    at Parser.exports.Parser.Parser.parseString (/home/kingdark/Repos/api/epg/node_modules/xml2js/lib/xml2js.js:199:18)
    at Parser.EventEmitter.emit (events.js:96:17)
    at Object.exports.Parser.Parser.reset.saxParser.onclosetag (/home/kingdark/Repos/api/epg/node_modules/xml2js/lib/xml2js.js:183:24)
    at emit (/home/kingdark/Repos/api/epg/node_modules/xml2js/node_modules/sax/lib/sax.js:589:33)
    at emitNode (/home/kingdark/Repos/api/epg/node_modules/xml2js/node_modules/sax/lib/sax.js:594:3)
    at closeTag (/home/kingdark/Repos/api/epg/node_modules/xml2js/node_modules/sax/lib/sax.js:834:5)
    at Object.write (/home/kingdark/Repos/api/epg/node_modules/xml2js/node_modules/sax/lib/sax.js:1253:29)
    at Parser.exports.Parser.Parser.parseString (/home/kingdark/Repos/api/epg/node_modules/xml2js/lib/xml2js.js:211:31)
    at Parser.__bind [as parseString] (/home/kingdark/Repos/api/epg/node_modules/xml2js/lib/xml2js.js:6:61)
    at /home/kingdark/Repos/api/epg/src/sync/epg.js:16:15
</code></pre>

<p>How to fix that maybe my syntax is wrong,sorry for my English skill.</p>
",<javascript><node.js><terminal><express><npm>,1.0,0,0,1
615,615,15063631,1,15309046,2101827,2.0,6.0,0.0,0.0,2013-02-25T09:19:36.160,0.0,924.0,How to implement ajax in node.js to achieve partial postback,"<p>I am using <a href=""/questions/tagged/node.js"" class=""post-tag"" title=""show questions tagged &#39;node.js&#39;"" rel=""tag"">node.js</a> (express framework and hbs engine) and <a href=""/questions/tagged/mongodb"" class=""post-tag"" title=""show questions tagged &#39;mongodb&#39;"" rel=""tag"">mongodb</a> to develop an application.</p>

<p>I want to implement an ajax call to  to page for partial post back.</p>
",<node.js><mongodb><express><mongoose><npm>,0.0,0,0,1
622,622,15139848,1,0,888751,1.0,1.0,0.0,0.0,2013-02-28T15:52:41.100,1.0,388.0,Building front-end files into node.js Express project on start,"<p>Right now I have one Git repository for my whole web stack.  I have the static files - the HTML files, JS libraries and Backbone.js app - being served from a directory, like, /project/static/js.  I'm using Express's static file loading and pointing it at /project/static.  </p>

<p>What I'd like to do is the break the project up into front end and back end repos, and when the Express server starts it loads the front end in and serves the static files.  What's the best way to do this?  I was thinking that I could put the front end in a Node module and have it installed with NPM from Github (or local via npm link) and then somehow reference the static files from that Node module.  I've heard of tools like Grunt.js and I've read about using require.js with Node, but what's the right way to do this?</p>
",<node.js><backbone.js><express><npm>,0.0,0,0,1
629,629,15227069,1,0,1045221,2.0,5.0,0.0,0.0,2013-03-05T15:02:55.633,0.0,1005.0,Unable to install Express using npm in Ubuntu 11.10,"<p>I am trying to install express on my node installation using npm. I am doing a local installation. I am using Ubuntu 11.10 in my office environment (i.e. other than a few well known ports everything else would be blocked). I am invoking ""npm install"" from package.json as a user (not 'sudo' ing). The installation is failing with the following logs. </p>

<p>Comments/solution would be appreciated.</p>

<pre><code>    npm http GET http://registry.npmjs.org/express
    npm http GET http://registry.npmjs.org/express
    npm http GET http://registry.npmjs.org/express
    npm http GET http://registry.npmjs.org/range-parser/0.0.4
    npm http GET http://registry.npmjs.org/connect/2.7.2
    npm http GET http://registry.npmjs.org/mkdirp/0.3.3
    npm http GET http://registry.npmjs.org/commander/0.6.1
    npm http GET http://registry.npmjs.org/cookie/0.0.5
    npm http GET http://registry.npmjs.org/buffer-crc32/0.1.1
    npm http GET http://registry.npmjs.org/send/0.1.0
    npm http GET http://registry.npmjs.org/cookie-signature/0.0.1
    npm http GET http://registry.npmjs.org/methods/0.0.1
    npm http GET http://registry.npmjs.org/fresh/0.1.0
    npm http GET http://registry.npmjs.org/debug
    npm http GET http://registry.npmjs.org/connect/2.7.2
    npm http GET http://registry.npmjs.org/range-parser/0.0.4
    npm http GET http://registry.npmjs.org/cookie/0.0.5
    npm http GET http://registry.npmjs.org/commander/0.6.1
    npm http GET http://registry.npmjs.org/mkdirp/0.3.3
    npm http GET http://registry.npmjs.org/send/0.1.0
    npm http GET http://registry.npmjs.org/buffer-crc32/0.1.1
    npm http GET http://registry.npmjs.org/fresh/0.1.0
    npm http GET http://registry.npmjs.org/cookie-signature/0.0.1
    npm http GET http://registry.npmjs.org/methods/0.0.1
    npm http GET http://registry.npmjs.org/debug
    npm http GET http://registry.npmjs.org/connect/2.7.2
    npm http GET http://registry.npmjs.org/range-parser/0.0.4
    npm http GET http://registry.npmjs.org/mkdirp/0.3.3
    npm http GET http://registry.npmjs.org/commander/0.6.1
    npm http GET http://registry.npmjs.org/cookie/0.0.5
    npm http GET http://registry.npmjs.org/buffer-crc32/0.1.1
    npm http GET http://registry.npmjs.org/send/0.1.0
    npm http GET http://registry.npmjs.org/cookie-signature/0.0.1
    npm http GET http://registry.npmjs.org/methods/0.0.1
    npm http GET http://registry.npmjs.org/fresh/0.1.0
    npm http GET http://registry.npmjs.org/debug
    npm http GET http://registry.npmjs.org/commander/-/commander-0.6.1.tgz
    npm ERR! Error: Parse Error
    npm ERR!     at Socket.socketOnData (http.js:1485:20)
    npm ERR!     at TCP.onread (net.js:404:27)
    npm ERR! If you need help, you may report this log at:
    npm ERR!     &lt;http://github.com/isaacs/npm/issues&gt;
    npm ERR! or email it to:
    npm ERR!     &lt;npm-@googlegroups.com&gt;

    npm ERR! System Linux 3.0.0-20-generic
    npm ERR! command ""nodejs"" ""/usr/bin/npm"" ""install""
    npm ERR! cwd /home/nvbalaji/nodejs/hb
    npm ERR! node -v v0.8.21
    npm ERR! npm -v 1.2.12
    npm ERR! code HPE_INVALID_CONSTANT
    npm WARN package.json methods@0.0.1 No README.md file found!
    npm http GET http://registry.npmjs.org/fresh/-/fresh-0.1.0.tgz
    npm ERR! fetch failed http://registry.npmjs.org/commander/-/commander-0.6.1.tgz
    npm ERR! fetch failed http://registry.npmjs.org/fresh/-/fresh-0.1.0.tgz
    npm http GET http://registry.npmjs.org/commander/-/commander-0.6.1.tgz
    npm http GET http://registry.npmjs.org/fresh/-/fresh-0.1.0.tgz
    npm ERR! fetch failed http://registry.npmjs.org/fresh/-/fresh-0.1.0.tgz
    npm ERR! fetch failed http://registry.npmjs.org/commander/-/commander-0.6.1.tgz
    npm http GET http://registry.npmjs.org/fresh/-/fresh-0.1.0.tgz
    npm http GET http://registry.npmjs.org/commander/-/commander-0.6.1.tgz
    npm ERR! fetch failed http://registry.npmjs.org/commander/-/commander-0.6.1.tgz
    npm ERR! fetch failed http://registry.npmjs.org/fresh/-/fresh-0.1.0.tgz
    npm ERR! 
    npm ERR! Additional logging details can be found in:
    npm ERR!     /home/nvbalaji/nodejs/hb/npm-debug.log
    npm ERR! not ok code 0
</code></pre>
",<node.js><express><npm>,0.0,0,0,1
